OuterFoldID,ValidationSeason,Gender,Architecture,Universe,Model,Feature,Block,StandardizedCoefficient
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,matchup__seed_diff,matchup_context,-1.5129767656326294
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,matchup__seed_gap_abs,matchup_context,0.00022066138626541942
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,matchup__team1_is_seed_favorite,matchup_context,-0.06532066315412521
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,seedprior__effective_games_pc8p0,prequential_seed_priors,0.010285284370183945
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,seedprior__favorite_prob_pc8p0,prequential_seed_priors,0.006548329256474972
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,seedprior__team1_prob_pc8p0,prequential_seed_priors,4.8655860155122355e-05
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,context__women,matchup_context,0.004138176329433918
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0008243342745117843
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__z,within_season_normalization,-0.0025181379169225693
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538,dynamic_ratings,-0.000957295298576355
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_delta,dynamic_ratings,0.00037771524512209
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_percentile,dynamic_ratings,0.0008243342745117843
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_preseason,dynamic_ratings,0.000267366151092574
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_z,dynamic_ratings,-0.0025181379169225693
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log,dynamic_ratings,-5.3892530559096485e-05
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_delta,dynamic_ratings,-7.46465302654542e-05
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_percentile,dynamic_ratings,0.0014565926976501942
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_preseason,dynamic_ratings,0.0006718081422150135
rich_Pooled_2021,2021,Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_z,dynamic_ratings,-0.0014478882076218724
