Season,recipe,feature,coefficient
2022,reference,diff_seed,0.073692004147521598
2022,reference,diff_strength,0.2940056469615025
2022,reference,diff_schedule_strength,0.43995749366797166
2022,reference,diff_win_rate,-0.014361551091704819
2022,reference,diff_margin,0.16701629361552536
2022,reference,diff_margin_sd,0.034156287972959408
2022,reference,diff_adj_offense,0.26104176941414148
2022,reference,diff_adj_defense,0.31442308405573066
2022,reference,diff_two_posterior,0.05647055179321693
2022,reference,diff_three_posterior,-0.047228088938941468
2022,reference,diff_free_posterior,-0.055999133684798176
2022,reference,diff_opp_two_posterior,0.1523628153639113
2022,reference,diff_opp_three_posterior,0.086895694766215711
2022,reference,diff_opp_free_posterior,0.051075418895560908
2022,reference,diff_three_share,0.049024318757190634
2022,reference,diff_opp_three_share,0.01970354607556106
2022,reference,diff_rank_consensus_logit,0.41212791803815146
2022,tail_resolution,diff_seed,0.068330651870626827
2022,tail_resolution,diff_strength,0.27520056051842434
2022,tail_resolution,diff_schedule_strength,0.43122876261909471
2022,tail_resolution,diff_win_rate,-0.030133030982430253
2022,tail_resolution,diff_margin,0.15283578070342702
2022,tail_resolution,diff_margin_sd,0.047303218514908707
2022,tail_resolution,diff_adj_offense,0.24955894269534867
2022,tail_resolution,diff_adj_defense,0.30133015812952546
2022,tail_resolution,diff_two_posterior,0.042663401807644649
2022,tail_resolution,diff_three_posterior,-0.058020150401702095
2022,tail_resolution,diff_free_posterior,-0.057741318645214056
2022,tail_resolution,diff_opp_two_posterior,0.15424707929181675
2022,tail_resolution,diff_opp_three_posterior,0.10458568808317002
2022,tail_resolution,diff_opp_free_posterior,0.049492969679232654
2022,tail_resolution,diff_three_share,0.060810392530234555
2022,tail_resolution,diff_opp_three_share,0.033938363379695712
2022,tail_resolution,diff_rank_consensus_logit,0.38322808264733821
2022,tail_resolution,rank_midpoint_logit_correction,0.20513735877016806
2022,tail_resolution,rank_normal_quantile_correction,-0.077891029302471798
2022,cardinal_mapping,diff_seed,0.19955992825326696
2022,cardinal_mapping,diff_strength,0.22030252567935885
2022,cardinal_mapping,diff_schedule_strength,0.29604254796773094
2022,cardinal_mapping,diff_win_rate,-0.066633639818155108
2022,cardinal_mapping,diff_margin,0.11728648203123238
2022,cardinal_mapping,diff_margin_sd,0.041001417766882195
2022,cardinal_mapping,diff_adj_offense,0.19611683298525112
2022,cardinal_mapping,diff_adj_defense,0.26687695968668668
2022,cardinal_mapping,diff_two_posterior,0.05197816374620419
2022,cardinal_mapping,diff_three_posterior,-0.059885604106997621
2022,cardinal_mapping,diff_free_posterior,-0.063403559046082164
2022,cardinal_mapping,diff_opp_two_posterior,0.16349051131372991
2022,cardinal_mapping,diff_opp_three_posterior,0.099479468203948956
2022,cardinal_mapping,diff_opp_free_posterior,0.05929333807820867
2022,cardinal_mapping,diff_three_share,0.06382591060194906
2022,cardinal_mapping,diff_opp_three_share,0.028384912257772146
2022,cardinal_mapping,diff_rank_consensus_logit,0.22974316435333902
2022,cardinal_mapping,rank_mapped_margin_gap,0.36544192593478619
2022,cardinal_mapping,rank_mapped_efficiency_gap,0.33585470279325208
