OuterFoldID,ValidationSeason,Gender,Architecture,Universe,Model,Feature,Block,StandardizedCoefficient
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,matchup__seed_diff,matchup_context,-1.891162395477295
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,matchup__seed_gap_abs,matchup_context,0.0014416758203878999
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,matchup__team1_is_seed_favorite,matchup_context,0.027896419167518616
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,seedprior__effective_games_pc8p0,prequential_seed_priors,-0.003167778253555298
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,seedprior__favorite_prob_pc8p0,prequential_seed_priors,-0.0029977550730109215
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,seedprior__team1_prob_pc8p0,prequential_seed_priors,7.66337470849976e-05
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__pct,within_season_normalization,-0.0012965805362910032
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__z,within_season_normalization,-0.0006366161978803575
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_538,dynamic_ratings,0.002207469195127487
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_delta,dynamic_ratings,0.00012419909762684256
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_percentile,dynamic_ratings,-0.0012965805362910032
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_preseason,dynamic_ratings,-2.0883846900687786e-06
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_z,dynamic_ratings,-0.0006366161978803575
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_log,dynamic_ratings,0.002488990081474185
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_delta,dynamic_ratings,-0.000266669929260388
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_percentile,dynamic_ratings,-0.001063063507899642
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_preseason,dynamic_ratings,0.0005202305619604886
rich_W_2021,2021,W,separate_gender,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_z,dynamic_ratings,-0.00034771300852298737
